 12028 74514233722 4767.6772 4768.7139
 17.228  1.246 15.141 16.433-31.844-14.996  1.070  2.644 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 16.953  1.082 15.411 16.533-32.080-15.517  0.727  0.688 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 16.693  1.373 16.298 17.722-32.471-16.179  0.882 21.589 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 17.380  1.386 17.069 18.506-32.334-15.329  1.129  0.133 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 17.628  0.977 17.493 18.506-32.590-15.329  0.906  0.133 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 16.935  1.010 17.459 18.506-31.872-15.329  2.403  0.133 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 17.067  1.040 17.628 18.705-31.348-14.668  0.050  2.771 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 17.242  1.329 16.073 17.451-27.309-10.448  0.408  1.153 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 16.823  1.212 16.194 17.451-26.876-10.448  2.310  1.153 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 17.159  1.391 16.762 18.203-26.856-10.080  1.583  0.470 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12128 652 2 3 5 5 4768.7139 4769.6724
 13.718 -0.569 11.779 11.233-42.562-30.353  8.340 13.449 11.659
 -42.670 14.194 26.101  1.454  1.263  5.135-11.402 13.192  -0.70
 12128 652 2 3 5 5 4768.7139 4769.6724
 13.926 -0.770 11.671 10.933-43.457-31.049  4.295  0.235 11.659
 -42.670 14.194 26.101  1.454  1.263  5.135-11.402 13.192  -0.70
 12228 752 71118 5 4769.6724 4770.7563
 14.714 -0.002 15.872 15.869  2.421 17.310  1.972  4.695 15.502
   5.844 89.235 49.430 11.977 -6.283 12.786  5.039 14.853   0.03
 12228 752 71118 5 4769.6724 4770.7563
 15.137 -0.294 15.478 15.159  5.487 20.835  3.015  0.050 15.502
   5.844 89.235 49.430 11.977 -6.283 12.786  5.039 14.853   0.03
 12228 752 71118 5 4769.6724 4770.7563
 14.553  0.004 15.154 15.159  6.120 20.835  2.393  0.050 15.502
   5.844 89.235 49.430 11.977 -6.283 12.786  5.039 14.853   0.03
 12328 551 1 4 5 5 4770.7563 4771.6787
 14.184  0.226  6.649  6.858-17.389 -5.210  6.272  3.025  6.478
 -17.970 15.552 14.040  1.010 -0.136-16.504 14.615 13.760   0.20
 12328 551 1 4 5 5 4770.7563 4771.6787
 13.723  0.492  6.530  6.984-18.279 -6.526  8.399  6.962  6.478
 -17.970 15.552 14.040  1.010 -0.136-16.504 14.615 13.760   0.20
 12328 551 1 2 3 4 4770.7563 4771.6787
 12.417  0.165  8.267  8.419-28.430-17.882  4.736  0.675  8.039
 -32.630 20.560 13.666  5.412 -0.978 -3.143 -0.585 12.372   0.38
 12328 551 3 2 5 4 4770.7563 4771.6787
 13.942  0.400 15.426 15.795  6.498 18.453  2.877  0.050 14.708
   7.622 18.144 14.376  1.416  0.438 22.922-47.491 14.085   1.61
 12328 551 3 2 5 4 4770.7563 4771.6787
 13.753  0.481 14.517 14.961  6.783 18.564  1.388  1.666 14.708
   7.622 18.144 14.376  1.416  0.438 22.922-47.491 14.085   1.61
 12328 551 3 2 5 4 4770.7563 4771.6787
 13.942  0.193 16.794 16.973  7.800 19.755  1.344  9.831 14.708
   7.622 18.144 14.376  1.416  0.438 22.922-47.491 14.085   1.61
 12328 551 3 2 5 4 4770.7563 4771.6787
 13.836  0.071 14.130 14.196  8.391 20.248  2.649  2.829 14.708
   7.622 18.144 14.376  1.416  0.438 22.922-47.491 14.085   1.61
 12328 551 1 4 5 4 4770.7563 4771.6787
 14.147  0.584 15.947 16.486 16.213 28.357  9.479  9.877 15.535
  20.884 49.430 42.646  5.694  0.201  5.039  4.989 14.290   0.39
 12328 551 1 4 5 4 4770.7563 4771.6787
 14.146  0.400 15.382 15.750 22.684 34.828 34.313 30.294 15.535
  20.884 49.430 42.646  5.694  0.201  5.039  4.989 14.290   0.39
 12428 742 3 1 4 4 4771.6787 4772.6846
 13.814  0.347  8.390  8.739-22.377 -9.461 12.891 13.304  8.393
 -22.123 13.666 15.727  4.434 -0.768 -0.585-15.968 14.108   0.50
 12428 742 3 1 4 4 4771.6787 4772.6846
 13.898 -0.116  8.642  8.525-17.413 -4.412  0.050  0.466  8.393
 -22.123 13.666 15.727  4.434 -0.768 -0.585-15.968 14.108   0.50
 12428 742 3 1 4 4 4771.6787 4772.6846
 14.365  0.105  8.419  8.525-17.882 -4.412  0.675  0.466  8.393
 -22.123 13.666 15.727  4.434 -0.768 -0.585-15.968 14.108   0.50
 12428 742 3 1 4 4 4771.6787 4772.6846
 13.676  0.137  8.446  8.584-18.565 -5.788  0.050  0.317  8.393
 -22.123 13.666 15.727  4.434 -0.768 -0.585-15.968 14.108   0.50
 12428 742 0 0 1 1 4771.6787 4772.6846
 16.331  0.179  8.131  8.311-13.907  1.541  0.335  9.365  8.131
 -13.907  0.335  9.365  0.000  0.000  0.000  0.000 16.331   0.18
 12428 742 2 3 5 2 4771.6787 4772.6846
 14.707  0.254  6.984  7.240 -6.526  7.289  6.962 17.177  6.659
  -6.183 14.040 18.212  0.874 -0.269 14.615 -8.837 14.401   0.58
 12428 742 2 3 5 2 4771.6787 4772.6846
 13.999  0.472  6.858  7.332 -5.210  7.891  3.025  1.034  6.659
  -6.183 14.040 18.212  0.874 -0.269 14.615 -8.837 14.401   0.58
 12428 742 2 2 4 3 4771.6787 4772.6846
 14.639  1.996 14.961 16.969 18.564 32.309  1.666 10.062 16.189
  19.709 14.376 17.965  1.854  0.328-47.491-29.586 14.220   1.25
 12428 742 2 2 4 3 4771.6787 4772.6846
 15.129  1.889 15.795 17.696 18.453 32.692  0.050  1.923 16.189
  19.709 14.376 17.965  1.854  0.328-47.491-29.586 14.220   1.25
 12428 742 2 2 4 4 4771.6787 4772.6846
 11.548  1.410 15.165 16.584 30.717 41.352  1.989 16.769 15.895
  33.160 42.646 37.619  5.895 -0.782  4.989  7.729 12.027   0.31
 12428 742 2 2 4 4 4771.6787 4772.6846
 12.483  0.992 15.867 16.866 36.813 48.389  0.485  4.427 15.895
  33.160 42.646 37.619  5.895 -0.782  4.989  7.729 12.027   0.31
 12528 733 1 1 2 5 4772.6846 4773.6611
 13.908  0.460-20.557-21.006-57.041-44.418  9.889  1.022-20.735
 -57.734 14.722 50.900  2.048 -0.421 15.372 27.456 13.436  -0.09
 12528 733 1 1 2 5 4772.6846 4773.6611
 13.982 -0.023-21.100-21.078-59.153-46.456  4.832 21.695-20.735
 -57.734 14.722 50.900  2.048 -0.421 15.372 27.456 13.436  -0.09
 12528 733 0 0 1 1 4772.6846 4773.6611
 14.126 -0.264-13.647-13.389-56.236-43.400  0.050  2.401-13.647
 -56.236  0.050  2.401  0.000  0.000  0.000  0.000 14.126  -0.26
 12528 733 3 1 4 7 4772.6846 4773.6611
 16.760 -0.397 10.319  9.931 -6.335  9.074  1.641  1.113  8.894
  -8.912 15.727 21.396  3.666  2.119-15.968 -2.828 16.819   0.02
 12528 733 3 1 4 7 4772.6846 4773.6611
 16.702 -0.279  8.584  8.312 -5.788  9.564  0.317  0.050  8.894
  -8.912 15.727 21.396  3.666  2.119-15.968 -2.828 16.819   0.02
 12528 733 1 1 2 4 4772.6846 4773.6611
 14.422 -0.431  7.240  6.819  7.289 20.415 17.177  8.508  7.245
   7.323 18.212 37.189  0.605  4.936 -8.837 13.422 12.102   0.07
 12528 733 1 1 2 4 4772.6846 4773.6611
 13.805 -0.526  7.332  6.819  7.891 20.415  1.034  8.508  7.245
   7.323 18.212 37.189  0.605  4.936 -8.837 13.422 12.102   0.07
 12528 733 3 1 4 9 4772.6846 4773.6611
 11.285 -1.080 15.224 14.169 45.147 55.210  9.503  1.212 16.203
  44.277 37.619110.107  5.114  4.861  7.729  7.308 11.867  -0.35
 12528 733 3 1 4 9 4772.6846 4773.6611
 12.211 -1.404 16.199 14.828 47.539 58.506  6.920 14.252 16.203
  44.277 37.619110.107  5.114  4.861  7.729  7.308 11.867  -0.35
 12628 8 7 1 1 2 3 4773.6611 4774.7275
 13.788  0.246-22.324-22.586-23.631 -9.968  1.423  0.207-20.461
 -20.744 15.364  2.238  3.620  0.504 34.559 25.591 14.658   0.03
 12628 8 7 4 1 5 9 4773.6611 4774.7275
 13.810  0.634-22.932-23.608-43.768-30.081  0.151  0.268-20.647
 -45.571 50.900 75.542  1.627  0.062 27.456 37.465 13.604   0.20
 12628 8 7 4 1 5 9 4773.6611 4774.7275
 13.175  0.632-21.006-21.680-44.418-31.408  1.022  1.730-20.647
 -45.571 50.900 75.542  1.627  0.062 27.456 37.465 13.604   0.20
 12628 8 7 4 1 5 9 4773.6611 4774.7275
 13.308  0.836-20.284-21.177-44.945-31.793 27.982  8.867-20.647
 -45.571 50.900 75.542  1.627  0.062 27.456 37.465 13.604   0.20
 12628 8 7 4 1 5 9 4773.6611 4774.7275
 13.496  0.570-21.078-21.686-46.456-33.104 21.695 10.393-20.647
 -45.571 50.900 75.542  1.627  0.062 27.456 37.465 13.604   0.20
 12628 8 7 1 1 2 2 4773.6611 4774.7275
 13.737  0.248-16.788-17.052-47.746-34.138  4.368  3.137-15.572
 -48.186  8.892 13.191  2.530 -0.093-70.787-76.337 13.723  -0.30
 12628 8 7 1 1 2 2 4773.6611 4774.7275
 13.988  0.267-14.399-14.684-48.611-34.734  4.525 10.054-15.572
 -48.186  8.892 13.191  2.530 -0.093-70.787-76.337 13.723  -0.30
 12628 8 7 0 0 1 1 4773.6611 4774.7275
 13.907  0.149-13.389-13.548-43.400-29.610  2.401  1.795-13.389
 -43.400  2.401  1.795  0.000  0.000  0.000  0.000 13.907   0.15
 12628 8 7 0 0 1 1 4773.6611 4774.7275
 13.818  0.340 -6.755 -7.118-55.371-41.675 55.970 31.883 -6.755
 -55.371 55.970 31.883  0.000  0.000  0.000  0.000 13.818   0.34
 12628 8 7 3 1 419 4773.6611 4774.7275
 14.719  0.188  8.032  8.233 15.152 29.808 16.439  0.636  7.315
  18.184 37.189 41.902  5.541  3.351 13.422 14.747 12.279   0.37
 12628 8 7 3 1 419 4773.6611 4774.7275
 14.248 -0.197  6.819  6.608 20.415 34.569  8.508  8.021  7.315
  18.184 37.189 41.902  5.541  3.351 13.422 14.747 12.279   0.37
 12628 8 7 3 1 419 4773.6611 4774.7275
 14.063  0.055  6.699  6.758 21.281 35.238  9.492  6.564  7.315
  18.184 37.189 41.902  5.541  3.351 13.422 14.747 12.279   0.37
 12728 631 1 2 3 3 4774.7275 4775.6729
 15.183  0.301-20.287-20.571 -5.697  7.728  1.982  3.936-20.491
  -6.152  2.238  6.871  4.124 -1.701 25.591 -3.989 14.499   0.01
 12728 631 1 2 3 3 4774.7275 4775.6729
 15.400  0.474-19.928-20.376 -8.427  5.203  0.050  2.885-20.491
  -6.152  2.238  6.871  4.124 -1.701 25.591 -3.989 14.499   0.01
 12728 631 7 2 9 8 4774.7275 4775.6729
 14.004  0.492-23.608-24.073-30.081-17.770  0.268  0.050-20.857
 -32.104 75.542 54.570  1.689 -0.002 37.465 50.534 14.187   0.34
 12728 631 7 2 9 8 4774.7275 4775.6729
 14.142  0.497-21.749-22.219-30.816-18.374  4.564  0.229-20.857
 -32.104 75.542 54.570  1.689 -0.002 37.465 50.534 14.187   0.34
 12728 631 7 2 9 8 4774.7275 4775.6729
 14.176  0.626-21.680-22.272-31.408-18.935  1.730  1.869-20.857
