 1 428 755 1 4 5 8 4751.6694 4752.6758
 13.556 -0.143-14.527-14.384 34.562 47.217  2.579  7.402-15.746
  34.791  7.815 33.807  3.106  0.773  7.099  4.372 13.678   0.06
 1 428 755 1 4 5 8 4751.6694 4752.6758
 13.353 -0.208-17.284-17.075 33.595 46.046  0.414  2.891-15.746
  34.791  7.815 33.807  3.106  0.773  7.099  4.372 13.678   0.06
 1 428 755 1 4 5 8 4751.6694 4752.6758
 13.970  0.158-16.917-17.075 32.975 46.046  2.147  2.891-15.746
  34.791  7.815 33.807  3.106  0.773  7.099  4.372 13.678   0.06
 1 428 755 0 0 1 1 4751.6694 4752.6758
 13.999 -0.507 -7.866 -7.356 12.045 25.146 19.784 17.431 -7.866
  12.045 19.784 17.431  0.000  0.000  0.000  0.000 13.999  -0.51
 1 428 755 0 0 1 1 4751.6694 4752.6758
 14.117  0.452-11.346-11.801  1.404 14.623  5.839  1.018-11.346
   1.404  5.839  1.018  0.000  0.000  0.000  0.000 14.117   0.45
 1 428 755 0 0 1 1 4751.6694 4752.6758
 13.985 -0.423 -8.726 -8.300-25.361-12.274  4.202  2.152 -8.726
 -25.361  4.202  2.152  0.000  0.000  0.000  0.000 13.985  -0.42
 1 428 755 1 1 2 6 4751.6694 4752.6758
 13.391  0.043-16.344-16.387-54.977-42.487  1.092  3.185-17.016
 -55.818  4.499 22.145  1.385  1.912 39.868 21.332 12.486  -0.34
 1 428 755 0 0 1 1 4751.6694 4752.6758
 14.411 -0.271 10.829 10.556-31.536-18.020  1.949  0.477 10.829
 -31.536  1.949  0.477  0.000  0.000  0.000  0.000 14.411  -0.27
 1 528 746 0 0 1 1 4752.6758 4753.6606
 14.981  0.966 -7.356 -8.307 25.146 38.934 17.431 60.416 -7.356
  25.146 17.431 60.416  0.000  0.000  0.000  0.000 14.981   0.97
 1 528 746 0 0 1 1 4752.6758 4753.6606
 14.710  0.451 -8.300 -8.744-12.274  1.246  2.152  2.341 -8.300
 -12.274  2.152  2.341  0.000  0.000  0.000  0.000 14.710   0.45
 1 528 746 4 2 6 4 4752.6758 4753.6606
 13.243  0.619-15.568-16.177-44.081-32.004  3.598  2.119-16.669
 -44.240 22.145 21.352  3.297  0.495 21.332  7.856 15.612   0.07
 1 528 746 4 2 6 4 4752.6758 4753.6606
 13.201  0.678-16.955-17.623-44.965-32.931  3.092  2.938-16.669
 -44.240 22.145 21.352  3.297  0.495 21.332  7.856 15.612   0.07
 1 528 746 4 2 6 4 4752.6758 4753.6606
 13.412  0.571-17.532-18.095-46.564-34.321  6.542  0.563-16.669
 -44.240 22.145 21.352  3.297  0.495 21.332  7.856 15.612   0.07
 1 528 746 0 0 1 1 4752.6758 4753.6606
 14.636 -0.459 10.556 10.104-18.020 -4.572  0.477  4.527 10.556
 -18.020  0.477  4.527  0.000  0.000  0.000  0.000 14.636  -0.46
 1 528 746 1 3 4 6 4752.6758 4753.6606
 12.881  0.190 10.438 10.625  5.154 16.875  0.968  1.992 11.287
   7.938 12.017 15.403  3.423  0.925 -7.633 -2.118 12.742  -0.87
 1 528 746 1 3 4 6 4752.6758 4753.6606
 13.060  0.181 10.780 10.959  7.737 19.634  0.220  1.693 11.287
   7.938 12.017 15.403  3.423  0.925 -7.633 -2.118 12.742  -0.87
 1 628 8 8 0 0 1 1 4753.6606 4754.6729
 13.956 -1.362 -8.307 -6.928 38.934 52.073 60.416 42.310 -8.307
  38.934 60.416 42.310  0.000  0.000  0.000  0.000 13.956  -1.36
 1 628 8 8 0 0 1 1 4753.6606 4754.6729
 14.150 -0.632 -8.744 -8.105  1.246 14.582  2.341  2.302 -8.744
   1.246  2.341  2.302  0.000  0.000  0.000  0.000 14.150  -0.63
 1 628 8 8 1 3 4 5 4753.6606 4754.6729
 14.698  0.219-16.607-16.828-28.798-14.908 15.732 12.286-16.743
 -29.831 21.352 17.623  3.792  1.387  7.856 13.779 14.216   0.43
 1 628 8 8 1 3 4 5 4753.6606 4754.6729
 13.891  0.369-16.177-16.552-32.004-18.931  2.119  0.514-16.743
 -29.831 21.352 17.623  3.792  1.387  7.856 13.779 14.216   0.43
 1 628 8 8 1 3 4 5 4753.6606 4754.6729
 13.731  0.482-17.623-18.111-32.931-20.019  2.938  2.003-16.743
 -29.831 21.352 17.623  3.792  1.387  7.856 13.779 14.216   0.43
 1 628 8 8 1 3 4 5 4753.6606 4754.6729
 14.463  0.261-18.095-18.359-34.321-20.669  0.563  2.404-16.743
 -29.831 21.352 17.623  3.792  1.387  7.856 13.779 14.216   0.43
 1 628 8 8 0 0 1 1 4753.6606 4754.6729
 14.160  0.555 10.104 10.667 -4.572  8.773  4.527  0.483 10.104
  -4.572  4.527  0.483  0.000  0.000  0.000  0.000 14.160   0.56
 1 628 8 8 0 0 1 1 4753.6606 4754.6729
 15.482 -0.646 13.607 12.953-54.801-40.117  3.278  2.069 13.607
 -54.801  3.278  2.069  0.000  0.000  0.000  0.000 15.482  -0.65
 1 628 8 8 4 2 6 7 4753.6606 4754.6729
 15.405  0.445 10.625 11.075 16.875 31.480  1.992  1.852 10.435
  19.521 15.403 30.647  4.348  1.604 -2.118 10.753 14.058   0.21
 1 628 8 8 4 2 6 7 4753.6606 4754.6729
 14.787  0.692 10.264 10.965 17.507 31.487  5.831  2.034 10.435
  19.521 15.403 30.647  4.348  1.604 -2.118 10.753 14.058   0.21
 1 628 8 8 4 2 6 7 4753.6606 4754.6729
 15.488  0.341 10.239 10.584 21.559 36.249  0.701  2.505 10.435
  19.521 15.403 30.647  4.348  1.604 -2.118 10.753 14.058   0.21
 1 628 8 8 4 2 6 7 4753.6606 4754.6729
 15.191  0.578 10.415 11.000 22.545 36.935  5.084  1.682 10.435
  19.521 15.403 30.647  4.348  1.604 -2.118 10.753 14.058   0.21
 1 728 751 2 3 5 1 4754.6729 4755.6738
 14.647  0.103-16.828-16.931-14.908 -1.231 12.286 17.693-17.180
 -16.428 17.623 17.693  5.179 -5.179 13.779  0.000 16.165  -0.25
 1 728 751 0 0 1 1 4754.6729 4755.6738
 14.015  1.255 10.667 11.922  8.773 21.817  0.483  2.045 10.667
   8.773  0.483  2.045  0.000  0.000  0.000  0.000 14.015   1.25
 1 728 751 3 4 7 4 4754.6729 4755.6738
 12.899 -0.739 10.965 10.226 31.487 43.415  2.034  7.197 10.646
  32.762 30.647 29.955  5.952 -2.792 10.753 15.067 12.933  -0.76
 1 728 751 3 4 7 4 4754.6729 4755.6738
 12.906 -0.849 11.075 10.226 31.480 43.415  1.852  7.197 10.646
  32.762 30.647 29.955  5.952 -2.792 10.753 15.067 12.933  -0.76
 1 728 751 3 4 7 4 4754.6729 4755.6738
 12.181 -0.564 10.790 10.226 32.206 43.415  0.050  7.197 10.646
  32.762 30.647 29.955  5.952 -2.792 10.753 15.067 12.933  -0.76
 1 828 749 1 1 2 3 4755.6738 4756.6616
 14.234  0.465 -6.293 -6.753  1.664 14.763  9.107  3.674 -6.310
   2.788 16.586 14.500  2.478  1.040 -0.854  2.365 15.754   0.33
 1 828 749 0 0 1 4 4755.6738 4756.6616
 14.866  0.334-18.709-19.039 -8.791  4.931  6.010  0.110-18.709
  -8.791  6.010  6.638  0.000  5.527  0.000 21.476 15.621   0.16
 1 828 749 0 0 1 4 4755.6738 4756.6616
 11.245  0.486  9.462  9.942-34.662-24.517  7.571 18.060  9.462
 -34.662  7.571 21.745  0.000  4.471  0.000 17.098 11.973   0.26
 1 928 8 7 2 2 412 4756.6616 4757.6611
 16.827  0.251  8.414  8.664-21.978 -6.141  0.538  2.223  9.721
 -23.799 21.745 22.760  4.471 -0.314 17.098 17.357 16.637  -1.10
 1 928 8 7 2 2 412 4756.6616 4757.6611
 16.860  0.408  9.432  9.841-26.645-10.776  0.050  2.305  9.721
 -23.799 21.745 22.760  4.471 -0.314 17.098 17.357 16.637  -1.10
 11028 8 7 0 0 1 1 4757.6611 4758.6558
 14.152 -0.233-17.191-16.959 25.613 38.713  6.959  6.663-17.191
  25.613  6.959  6.663  0.000  0.000  0.000  0.000 14.152  -0.23
 11028 8 7 4 913 6 4757.6611 4758.6558
 15.805 -0.562-11.934-11.375-29.708-14.964  1.575  2.052 -9.476
 -27.720 26.790 16.374  2.681  1.077 21.984 -3.275 15.407  -0.23
 11028 8 7 4 913 6 4757.6611 4758.6558
 14.856 -0.510-11.883-11.375-28.764-14.964  2.744  2.052 -9.476
 -27.720 26.790 16.374  2.681  1.077 21.984 -3.275 15.407  -0.23
 11028 8 7 4 913 6 4757.6611 4758.6558
 15.450 -0.442-10.333 -9.893-26.058-11.667  1.532  0.050 -9.476
 -27.720 26.790 16.374  2.681  1.077 21.984 -3.275 15.407  -0.23
 11028 8 7 4 913 6 4757.6611 4758.6558
 15.616 -0.673 -9.411 -8.741-26.307-11.751  5.592  1.532 -9.476
 -27.720 26.790 16.374  2.681  1.077 21.984 -3.275 15.407  -0.23
 11028 8 7 4 913 6 4757.6611 4758.6558
 14.897 -0.334 -8.476 -8.144-29.503-15.662  0.650  4.968 -9.476
 -27.720 26.790 16.374  2.681  1.077 21.984 -3.275 15.407  -0.23
 11028 8 7 4 913 6 4757.6611 4758.6558
 14.999 -0.735 -8.875 -8.144-29.604-15.662  3.206  4.968 -9.476
 -27.720 26.790 16.374  2.681  1.077 21.984 -3.275 15.407  -0.23
 11028 8 7 0 0 1 1 4757.6611 4758.6558
 14.716 -1.075 -8.756 -7.687-46.835-33.174  3.664  0.050 -8.756
 -46.835  3.664  0.050  0.000  0.000  0.000  0.000 14.716  -1.07
 11028 8 7 6 612 6 4757.6611 4758.6558
 15.066  0.425  9.803 10.226-11.132  2.876  1.369  0.050  8.623
  -8.151 22.760 17.980  4.156 -0.652 17.357  2.065 15.533   0.38
 11028 8 7 6 612 6 4757.6611 4758.6558
 15.897  0.501  8.434  8.932 -6.716  8.120  7.741  8.865  8.623
  -8.151 22.760 17.980  4.156 -0.652 17.357  2.065 15.533   0.38
 11028 8 7 6 612 6 4757.6611 4758.6558
 15.574  0.689  8.247  8.932 -6.394  8.120  0.135  8.865  8.623
  -8.151 22.760 17.980  4.156 -0.652 17.357  2.065 15.533   0.38
 11028 8 7 6 612 6 4757.6611 4758.6558
 15.320  0.270  8.664  8.932 -6.141  8.120  2.223  8.865  8.623
  -8.151 22.760 17.980  4.156 -0.652 17.357  2.065 15.533   0.38
 11028 8 7 6 612 6 4757.6611 4758.6558
 15.065  0.364  8.570  8.932 -5.888  8.120  1.007  8.865  8.623
  -8.151 22.760 17.980  4.156 -0.652 17.357  2.065 15.533   0.38
 11128 815 0 0 1 1 4758.6558 4759.6738
 13.581  0.579-16.959-17.549 38.713 51.543  6.663 14.382-16.959
  38.713  6.663 14.382  0.000  0.000  0.000  0.000 13.581   0.58
 11128 815 3 3 6 5 4758.6558 4759.6738
 13.970  0.155 -9.457 -9.615-11.696  1.530  7.610 32.465 -9.246
 -13.372 16.374 45.428  3.758  0.859 -3.275  4.196 14.308   0.46
 11128 815 3 3 6 5 4758.6558 4759.6738
 13.943  0.529-11.375-11.914-14.964 -1.766  2.052  0.432 -9.246
 -13.372 16.374 45.428  3.758  0.859 -3.275  4.196 14.308   0.46
 11128 815 3 3 6 5 4758.6558 4759.6738
 13.905  0.539 -8.144 -8.693-15.662 -2.503  4.968  0.050 -9.246
 -13.372 16.374 45.428  3.758  0.859 -3.275  4.196 14.308   0.46
 11128 815 0 0 1 1 4758.6558 4759.6738
 13.542  0.652 -7.687 -8.351-33.174-20.385  0.050  2.489 -7.687
 -33.174  0.050  2.489  0.000  0.000  0.000  0.000 13.542   0.65
 11228 749 1 4 5 5 4759.6738 4760.6616
 14.103  0.337 -9.615 -9.948  1.530 14.499 32.465 13.334 -9.711
   0.197 45.428 25.337  4.617  0.463  4.196 13.646 13.491   0.66
 11228 749 1 4 5 5 4759.6738 4760.6616
 13.504  0.768 -9.527-10.286 -3.312  9.066 10.234  2.042 -9.711
   0.197 45.428 25.337  4.617  0.463  4.196 13.646 13.491   0.66
 11228 749 8 412 1 4759.6738 4760.6616
 11.324 -0.549-10.920-10.378 -4.578  5.645  0.050  6.833-12.052
  -6.092 14.446  6.833  3.079 -3.079  4.709  0.000 12.856  -1.69
 11228 749 1 3 4 1 4759.6738 4760.6616
 14.360 -0.294 17.228 16.938-43.515-30.292 10.530  0.513 17.328
 -44.266 12.427  0.513  4.739 -4.739  7.952  0.000 15.120  -0.40
 11228 749 5 3 8 6 4759.6738 4760.6616
 14.716 -0.064  8.505  8.442 20.922 34.497  0.282  1.270  8.972
  16.373 12.031  8.900  6.632  0.410 18.634  1.723 14.901  -0.42
 11228 749 5 3 8 6 4759.6738 4760.6616
 15.069  0.133  8.310  8.442 20.573 34.497  0.050  1.270  8.972
  16.373 12.031  8.900  6.632  0.410 18.634  1.723 14.901  -0.42
 11228 749 5 3 8 6 4759.6738 4760.6616
 14.492 -0.197  8.635  8.440 21.673 35.026  1.912  1.816  8.972
  16.373 12.031  8.900  6.632  0.410 18.634  1.723 14.901  -0.42
 11928 753 6 91537 4766.6714 4767.6772
 13.712 -0.293 13.896 13.601-32.572-19.768  0.860  0.254 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.376 -0.241 15.740 15.497-33.601-21.135  3.580  2.389 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.599 -0.480 16.264 15.781-31.608-18.918 29.965  5.659 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.913 -0.348 16.423 16.073-40.315-27.309  9.084  0.408 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.072 -0.555 15.311 14.752-43.244-31.083 15.592  0.468 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.521 -0.585 15.730 15.141-44.456-31.844  1.756  1.070 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.712 -0.331 16.631 16.298-45.275-32.471  2.826  0.882 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.605 -0.348 17.419 17.069-45.030-32.334 10.301  1.129 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.210 -0.554 18.050 17.493-44.889-32.590  4.743  0.906 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.896 -0.482 18.113 17.628-44.338-31.348  0.917  0.050 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 11928 753 6 91537 4766.6714 4767.6772
 13.931 -0.384 17.959 17.572-42.527-29.502  4.278  0.288 16.212
 -38.158 94.357 82.873 10.599 -0.654  4.173  3.480 12.908  -0.18
 12028 74514233722 4767.6772 4768.7139
 17.447  1.115 14.752 15.909-31.083-14.009  0.468  1.056 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
 12028 74514233722 4767.6772 4768.7139
 16.857  1.396 14.985 16.433-31.460-14.996  8.433  2.644 16.027
 -26.162 82.873 81.647  9.945  1.919  3.480  9.671 16.588   1.15
