  16.523 13.283 26.745  3.707  0.320  4.877  9.104 14.418   0.13
 41418 630 3 6 9 9 1199.7291 1200.6666
 14.267  0.331 10.946 11.257 14.259 26.709  0.596  5.770 10.453
  16.523 13.283 26.745  3.707  0.320  4.877  9.104 14.418   0.13
 41418 630 3 6 9 9 1199.7291 1200.6666
 14.767  0.067 10.680 10.742 14.282 27.201  0.292  0.202 10.453
  16.523 13.283 26.745  3.707  0.320  4.877  9.104 14.418   0.13
 41418 630 3 6 9 9 1199.7291 1200.6666
 14.472  0.369 10.397 10.742 14.558 27.201  0.690  0.202 10.453
  16.523 13.283 26.745  3.707  0.320  4.877  9.104 14.418   0.13
 41418 630 3 6 9 9 1199.7291 1200.6666
 14.037  0.384  9.940 10.300 15.010 27.246  1.461  2.610 10.453
  16.523 13.283 26.745  3.707  0.320  4.877  9.104 14.418   0.13
 41418 630 3 6 9 9 1199.7291 1200.6666
 14.324  0.070 10.324 10.390 19.115 31.619  0.050  2.872 10.453
  16.523 13.283 26.745  3.707  0.320  4.877  9.104 14.418   0.13
 41418 630 3 6 9 9 1199.7291 1200.6666
 13.935  0.136 10.262 10.390 19.479 31.619  2.371  2.872 10.453
  16.523 13.283 26.745  3.707  0.320  4.877  9.104 14.418   0.13
 41418 630 1 2 3 4 1199.7291 1200.6666
 14.396  0.045 -1.440 -1.482 16.867 29.439  1.480  4.072 -1.446
  17.153  5.917  7.530  0.377  0.037  2.708-23.087 14.256   0.11
 41418 630 1 2 3 4 1199.7291 1200.6666
 14.378  0.207 -1.441 -1.636 17.250 29.805  4.387  3.290 -1.446
  17.153  5.917  7.530  0.377  0.037  2.708-23.087 14.256   0.11
 41418 630 1 2 3 4 1199.7291 1200.6666
 14.568 -0.244 -2.037 -1.808 17.075 29.808  0.050  0.050 -1.446
  17.153  5.917  7.530  0.377  0.037  2.708-23.087 14.256   0.11
 41518 8 0 2 5 7 6 1200.6666 1201.6459
 11.178  0.176-16.213-16.385  9.594 19.573  1.006  0.791-15.087
   9.822 16.974  4.787  3.704  2.632-17.682  6.225 12.056   0.67
 41518 8 0 2 1 3 4 1200.6666 1201.6459
 14.904  0.210-10.339-10.545-15.066 -1.437  6.512  1.604-10.559
 -16.159 11.303  4.633  4.256 -0.315  5.218  5.707 15.335  -0.07
 41518 8 0 2 1 3 4 1200.6666 1201.6459
 15.058 -0.037-10.850-10.814-19.405 -5.626  2.793  0.465-10.559
 -16.159 11.303  4.633  4.256 -0.315  5.218  5.707 15.335  -0.07
 41518 8 0 2 2 4 6 1200.6666 1201.6459
 11.958 -0.566  2.738  2.183 10.232 20.975  1.380  0.050  2.854
   9.915  3.971  5.593  2.623  1.680-19.999-13.579 14.583  -0.06
 41518 8 0 2 2 4 6 1200.6666 1201.6459
 12.128 -0.885  3.050  2.183 10.065 20.975  2.249  0.050  2.854
   9.915  3.971  5.593  2.623  1.680-19.999-13.579 14.583  -0.06
 41518 8 0 4 5 9 9 1200.6666 1201.6459
 14.171 -0.566 11.257 10.703 26.709 39.620  5.770  2.380 10.572
  29.116 26.745 10.355  4.027 -0.050  9.104 11.984 13.546  -0.15
 41518 8 0 4 5 9 9 1200.6666 1201.6459
 14.147 -0.682 11.105 10.437 27.235 40.122  2.802  1.064 10.572
  29.116 26.745 10.355  4.027 -0.050  9.104 11.984 13.546  -0.15
 41518 8 0 4 5 9 9 1200.6666 1201.6459
 14.182 -0.312 10.742 10.437 27.201 40.122  0.202  1.064 10.572
  29.116 26.745 10.355  4.027 -0.050  9.104 11.984 13.546  -0.15
 41518 8 0 4 5 9 9 1200.6666 1201.6459
 14.168 -0.650 10.283  9.647 30.573 43.480  5.657  0.050 10.572
  29.116 26.745 10.355  4.027 -0.050  9.104 11.984 13.546  -0.15
 41518 8 0 4 5 9 9 1200.6666 1201.6459
 14.330 -0.251 10.596 10.350 31.355 44.421  3.572  0.050 10.572
  29.116 26.745 10.355  4.027 -0.050  9.104 11.984 13.546  -0.15
 41518 8 0 4 5 9 9 1200.6666 1201.6459
 13.604 -0.529 10.390  9.872 31.619 43.974  2.872  3.584 10.572
  29.116 26.745 10.355  4.027 -0.050  9.104 11.984 13.546  -0.15
 41618 830 2 2 4 4 1201.6459 1202.6528
 14.377 -0.101-10.545-10.443 -1.437 12.047  1.604  1.904-10.488
  -2.109  4.633  6.695  3.941 -0.588  5.707  8.260 13.206   0.28
 41618 830 2 2 4 4 1201.6459 1202.6528
 14.644  0.239-10.380-10.621 -1.810 11.943  2.514  1.203-10.488
  -2.109  4.633  6.695  3.941 -0.588  5.707  8.260 13.206   0.28
 41618 830 2 2 4 4 1201.6459 1202.6528
 14.940  0.091-11.039-11.131 -5.901  8.150  0.050  2.227-10.488
  -2.109  4.633  6.695  3.941 -0.588  5.707  8.260 13.206   0.28
 41618 830 2 2 4 4 1201.6459 1202.6528
 14.667  0.314-10.814-11.131 -5.626  8.150  0.465  2.227-10.488
  -2.109  4.633  6.695  3.941 -0.588  5.707  8.260 13.206   0.28
 41618 830 2 4 6 9 1201.6459 1202.6528
 13.966 -0.422  1.834  1.409 20.411 33.481  1.455  1.196  2.794
  23.229  5.593  6.533  4.303 -0.933-13.579  3.177 14.973  -0.46
 41618 830 2 4 6 9 1201.6459 1202.6528
 13.610 -0.693  2.107  1.409 20.769 33.481  0.364  1.196  2.794
  23.229  5.593  6.533  4.303 -0.933-13.579  3.177 14.973  -0.46
 41618 830 2 4 6 9 1201.6459 1202.6528
 13.406 -0.769  2.183  1.409 20.975 33.481  0.050  1.196  2.794
  23.229  5.593  6.533  4.303 -0.933-13.579  3.177 14.973  -0.46
 41618 830 2 4 6 9 1201.6459 1202.6528
 13.920 -0.411  3.662  3.248 24.230 37.254  0.817  1.738  2.794
  23.229  5.593  6.533  4.303 -0.933-13.579  3.177 14.973  -0.46
 41618 830 4 5 9 3 1201.6459 1202.6528
 15.723 -1.070  9.378  8.300 40.737 55.576  0.050  0.050 10.422
  41.414 10.355  7.885  3.977  0.816 11.984  7.990 17.341  -1.20
 41618 830 4 5 9 3 1201.6459 1202.6528
 15.750 -0.786  9.872  9.080 43.974 58.841  3.584  6.314 10.422
  41.414 10.355  7.885  3.977  0.816 11.984  7.990 17.341  -1.20
 41618 830 4 5 9 3 1201.6459 1202.6528
 15.249 -0.902 10.703  9.794 39.620 53.982  2.380  1.522 10.422
  41.414 10.355  7.885  3.977  0.816 11.984  7.990 17.341  -1.20
 41618 830 4 5 9 3 1201.6459 1202.6528
 15.045 -1.155 10.957  9.794 39.825 53.982  1.581  1.522 10.422
  41.414 10.355  7.885  3.977  0.816 11.984  7.990 17.341  -1.20
 41718 819 2 2 4 4 1202.6528 1203.7291
 12.620 -0.295-17.319-17.001 31.123 43.645  0.337  0.220-16.235
  30.194  1.207 26.754  1.310  1.420-29.985 28.410 14.695   0.10
 41718 819 2 2 4 4 1202.6528 1203.7291
 12.691 -0.481-15.505-14.988 30.379 42.978  0.231  0.050-16.235
  30.194  1.207 26.754  1.310  1.420-29.985 28.410 14.695   0.10
 41718 819 2 2 4 4 1202.6528 1203.7291
 13.224 -0.454-15.477-14.988 29.805 42.978  0.431  0.050-16.235
  30.194  1.207 26.754  1.310  1.420-29.985 28.410 14.695   0.10
 41718 819 5 4 9 9 1202.6528 1203.7291
 13.772 -0.105  1.409  1.296 33.481 47.243  1.196  0.050  2.329
  37.313  6.533 21.498  3.370  2.875  3.177  2.111 13.560  -0.06
 41718 819 5 4 9 9 1202.6528 1203.7291
 14.623 -0.145  2.552  2.396 36.846 51.525  0.340  7.290  2.329
  37.313  6.533 21.498  3.370  2.875  3.177  2.111 13.560  -0.06
 41718 819 5 4 9 9 1202.6528 1203.7291
 13.797 -0.299  3.248  2.926 37.254 51.043  1.738  3.281  2.329
  37.313  6.533 21.498  3.370  2.875  3.177  2.111 13.560  -0.06
 41718 819 5 4 9 9 1202.6528 1203.7291
 14.448 -0.058  1.779  1.716 39.987 54.477  0.671  0.050  2.329
  37.313  6.533 21.498  3.370  2.875  3.177  2.111 13.560  -0.06
 41718 819 5 4 9 9 1202.6528 1203.7291
 14.549 -0.022  1.386  1.363 40.449 55.048  0.998  4.678  2.329
  37.313  6.533 21.498  3.370  2.875  3.177  2.111 13.560  -0.06
 41718 819 5 4 9 9 1202.6528 1203.7291
 14.311 -0.307  2.047  1.716 40.134 54.477  0.050  0.050  2.329
  37.313  6.533 21.498  3.370  2.875  3.177  2.111 13.560  -0.06
 41918 430 3 2 5 5 1204.8125 1205.6563
 14.182  0.691-20.813-21.396  9.759 20.893  0.638  1.120-21.540
   7.500 10.288 12.980  3.056  1.209  3.966  9.885 16.291   0.29
 41918 430 3 2 5 5 1204.8125 1205.6563
 14.042  0.662-21.742-22.301  9.454 20.469  1.739  1.460-21.540
   7.500 10.288 12.980  3.056  1.209  3.966  9.885 16.291   0.29
 41918 430 3 2 5 5 1204.8125 1205.6563
 13.872  0.818-21.649-22.340  6.097 16.969  5.071  3.100-21.540
   7.500 10.288 12.980  3.056  1.209  3.966  9.885 16.291   0.29
 41918 430 5 51010 1204.8125 1205.6563
 13.727 -0.487-13.431-13.020-16.901 -6.152  2.862  1.144-11.966
 -15.427 25.768 27.829  4.705  1.616 35.188 33.850 16.820  -1.26
 41918 430 5 51010 1204.8125 1205.6563
 14.186 -0.560-13.685-13.213-17.681 -6.543  2.395  1.479-11.966
 -15.427 25.768 27.829  4.705  1.616 35.188 33.850 16.820  -1.26
 41918 430 5 51010 1204.8125 1205.6563
 13.892 -0.589-12.781-12.284-16.778 -5.889  8.568  0.153-11.966
 -15.427 25.768 27.829  4.705  1.616 35.188 33.850 16.820  -1.26
 41918 430 5 51010 1204.8125 1205.6563
 13.816 -0.323-11.159-10.887-12.955 -2.130  0.193  0.159-11.966
 -15.427 25.768 27.829  4.705  1.616 35.188 33.850 16.820  -1.26
 42018 815 2 81010 1205.6563 1206.6354
 14.618 -0.007 -9.699 -9.692 -0.173 13.175 14.902  6.655-10.899
  -2.067 27.829 14.568  6.321 -1.545 33.850 22.489 14.803  -0.57
 42018 815 2 81010 1205.6563 1206.6354
 15.128 -0.096 -9.786 -9.692 -0.672 13.175  3.572  6.655-10.899
  -2.067 27.829 14.568  6.321 -1.545 33.850 22.489 14.803  -0.57
 42018 815 2 81010 1205.6563 1206.6354
 14.419  0.188-13.213-13.397 -6.543  6.610  1.479  0.844-10.899
  -2.067 27.829 14.568  6.321 -1.545 33.850 22.489 14.803  -0.57
 42018 815 2 81010 1205.6563 1206.6354
 15.276 -0.182-12.284-12.106 -5.889  8.104  0.153  1.093-10.899
  -2.067 27.829 14.568  6.321 -1.545 33.850 22.489 14.803  -0.57
 42018 815 2 81010 1205.6563 1206.6354
 15.269 -0.081-10.806-10.726 -4.884  9.101  0.050  1.495-10.899
  -2.067 27.829 14.568  6.321 -1.545 33.850 22.489 14.803  -0.57
 42018 815 2 81010 1205.6563 1206.6354
 14.757 -0.069-10.676-10.609 -3.624  9.859  0.050  1.499-10.899
  -2.067 27.829 14.568  6.321 -1.545 33.850 22.489 14.803  -0.57
 42018 815 0 0 1 1 1205.6563 1206.6354
 13.609  0.235 -6.100 -6.330-58.956-46.597 12.427 14.725 -6.100
 -58.956 12.427 14.725  0.000  0.000  0.000  0.000 13.609   0.23
 42118 845 0 0 1 1 1206.6354 1207.6250
 14.882  0.388-20.374-20.758 36.690 50.441  4.971 13.144-20.374
  36.690  4.971 13.144  0.000  0.000  0.000  0.000 14.882   0.39
 42118 845 1 1 2 4 1206.6354 1207.6250
 13.520  0.196-21.551-21.744 29.848 42.252  7.769  2.316-21.551
  29.846  7.819  2.772  0.339  0.648 16.310-55.749 13.423   0.06
 42118 845 1 1 2 4 1206.6354 1207.6250
 13.874  0.099-21.646-21.744 29.498 42.252  0.050  2.316-21.551
  29.846  7.819  2.772  0.339  0.648 16.310-55.749 13.423   0.06
 42118 845 4 61014 1206.6354 1207.6250
 13.944  0.576 -9.606-10.176 13.830 26.653  0.286  3.946-10.340
  11.462 14.568 17.191  4.775  2.214 22.489 23.306 11.460   1.90
 42118 845 4 61014 1206.6354 1207.6250
 13.983  0.975 -9.368-10.333 13.446 26.307  0.895  0.050-10.340
  11.462 14.568 17.191  4.775  2.214 22.489 23.306 11.460   1.90
 42118 845 4 61014 1206.6354 1207.6250
 13.943  0.553 -9.692-10.239 13.175 25.997  6.655  0.336-10.340
  11.462 14.568 17.191  4.775  2.214 22.489 23.306 11.460   1.90
 42118 845 4 61014 1206.6354 1207.6250
 13.968  0.770-12.106-12.868  8.104 20.950  1.093  1.162-10.340
  11.462 14.568 17.191  4.775  2.214 22.489 23.306 11.460   1.90
 42118 845 0 0 1 2 1206.6354 1207.6250
 13.675 -0.750 -6.330 -5.588-46.597-34.040 14.725  3.160 -6.330
 -46.597 14.725  6.924  0.000  0.479  0.000-25.799 13.437  -0.86
 42218 9 0 5 914 3 1207.6250 1208.6250
 13.753 -0.685-13.170-12.485 21.363 34.130  2.996  2.088-12.221
  21.827 17.191  7.644  6.989 -6.120 23.306-82.531 13.244  -0.28
 42218 9 0 5 914 3 1207.6250 1208.6250
 14.118 -0.792-13.276-12.485 20.998 34.130  0.757  2.088-12.221
  21.827 17.191  7.644  6.989 -6.120 23.306-82.531 13.244  -0.28
 42218 9 0 5 914 3 1207.6250 1208.6250
 14.166 -0.383-12.868-12.485 20.950 34.130  1.162  2.088-12.221
  21.827 17.191  7.644  6.989 -6.120 23.306-82.531 13.244  -0.28
 42218 9 0 5 914 3 1207.6250 1208.6250
 14.421 -0.512-12.203-11.691 20.616 34.051  0.597  5.388-12.221
  21.827 17.191  7.644  6.989 -6.120 23.306-82.531 13.244  -0.28
 42218 9 0 1 1 2 1 1207.6250 1208.6250
 14.023  0.437 -5.588 -6.025-34.040-21.003  3.160  0.130 -5.475
 -34.276  6.924  0.130  0.479 -0.479-25.799  0.000 14.259   0.55
 42218 9 0 1 1 2 1 1207.6250 1208.6250
 14.457  0.646 -5.380 -6.025-34.474-21.003  3.764  0.130 -5.475
 -34.276  6.924  0.130  0.479 -0.479-25.799  0.000 14.259   0.55
 42318 9 0 0 0 1 2 1208.6250 1209.5938
 14.293  0.078-10.016-10.092 39.982 52.874 12.060  7.685-10.016
  39.982 12.060  9.478  0.000  0.795  0.000 18.187 14.144   0.13
 42318 9 0 0 0 111 1208.6250 1209.5938
 15.194  1.484-22.524-23.961-57.331-43.567 10.216  0.133-22.524
 -57.331 10.216 30.876  0.000  4.194  0.000  3.759 15.154   1.04
 42318 9 0 0 0 1 2 1208.6250 1209.5938
 14.075 -0.306 -6.025 -5.729-21.003 -8.324  0.130  1.845 -6.025
 -21.003  0.130  6.974  0.000  0.368  0.000-83.858 14.045  -0.58
 42418 945 6 511 3 1209.5938 1210.6320
 13.326  0.692-23.286-24.004-40.491-27.680 10.519  4.201-23.528
 -43.606 30.876 18.500  4.194  0.476  3.759-21.261 12.834  -0.80
 42418 945 6 511 3 1209.5938 1210.6320
 12.983  0.639-23.226-23.889-39.493-27.038  0.050  0.050-23.528
 -43.606 30.876 18.500  4.194  0.476  3.759-21.261 12.834  -0.80
 42418 945 1 1 2 3 1209.5938 1210.6320
 14.046  0.222 -9.363 -9.594-59.718-46.160 13.669 15.887 -9.061
 -59.839 36.360 30.449  0.521  0.080-68.325-15.438 13.924   0.53
 42418 945 1 1 2 3 1209.5938 1210.6320
 13.630  0.608 -8.879 -9.510-59.913-46.786 22.691 10.801 -9.061
 -59.839 36.360 30.449  0.521  0.080-68.325-15.438 13.924   0.53
 42418 945 1 1 2 2 1209.5938 1210.6320
 14.398  0.112 -5.729 -5.845 -8.324  5.600  1.845  0.146 -5.460
  -8.353  6.974  4.688  0.368  0.162-83.858 88.929 14.435  -0.12
 42418 945 1 1 2 2 1209.5938 1210.6320
 14.445 -0.046 -5.363 -5.315 -8.363  5.610  5.129  4.543 -5.460
  -8.353  6.974  4.688  0.368  0.162-83.858 88.929 14.435  -0.12
 42518 849 1 1 2 2 1210.6320 1211.6041
 14.196 -0.085 -5.315 -5.232  5.610 18.453  4.543  6.830 -5.331
   5.610  4.688  7.452  0.530  1.217 88.929  1.578 14.046  -0.10
 42518 849 2 1 3 9 1210.6320 1211.6041
 13.280 -1.113 -9.993 -8.911-46.364-34.411  3.761  6.447 -9.614
 -46.407 30.449 38.829  0.601  0.164-15.438-53.827 13.592  -0.37
 42518 849 2 1 3 9 1210.6320 1211.6041
 13.070 -0.703 -9.594 -8.911-46.160-34.411 15.887  6.447 -9.614
 -46.407 30.449 38.829  0.601  0.164-15.438-53.827 13.592  -0.37
 42518 849 2 1 3 9 1210.6320 1211.6041
 13.570 -0.956 -9.510 -8.581-46.786-34.552 10.801  2.306 -9.614
 -46.407 30.449 38.829  0.601  0.164-15.438-53.827 13.592  -0.37
 42618 930 3 5 813 1211.6041 1212.6389
 14.821  0.417-25.984-26.416-17.934 -3.618  0.984  0.050-23.895
 -15.920  9.417 28.775  5.743 -0.812 34.772 27.699 12.705   0.90
 42618 930 3 5 813 1211.6041 1212.6389
 15.048  0.192-22.993-23.192-14.625 -0.075  3.198  2.163-23.895
 -15.920  9.417 28.775  5.743 -0.812 34.772 27.699 12.705   0.90
 42618 930 3 5 813 1211.6041 1212.6389
 15.017  0.175-22.893-23.075-14.195  0.323  3.415  0.002-23.895
 -15.920  9.417 28.775  5.743 -0.812 34.772 27.699 12.705   0.90
 42618 930 5 4 9 2 1211.6041 1212.6389
 14.057  0.016 -9.286 -9.303-33.532-20.007  2.000 32.259 -9.255
 -34.152 38.829 36.085  0.765 -0.198-53.827-60.993 14.628   0.00
 42618 930 5 4 9 2 1211.6041 1212.6389
 14.601 -0.084 -9.390 -9.303-34.094-20.007 27.686 32.259 -9.255
 -34.152 38.829 36.085  0.765 -0.198-53.827-60.993 14.628   0.00
 42618 930 5 4 9 2 1211.6041 1212.6389
 14.638 -0.099 -8.911 -8.808-34.411-20.285  6.447  3.827 -9.255
 -34.152 38.829 36.085  0.765 -0.198-53.827-60.993 14.628   0.00
 42618 930 5 4 9 2 1211.6041 1212.6389
 14.774  0.219 -8.581 -8.808-34.552-20.285  2.306  3.827 -9.255
 -34.152 38.829 36.085  0.765 -0.198-53.827-60.993 14.628   0.00
 42618 930 1 1 2 1 1211.6041 1212.6389
 14.634  0.094 -5.232 -5.329 18.453 32.575  6.830 10.554 -5.236
  18.306  7.452 10.554  1.747 -1.747  1.578  0.000 14.776   0.09
 42718 839 5 813 7 1212.6389 1213.6250
 12.713 -0.667-23.075-22.417  0.323 11.887  0.002  0.837-24.828
  -3.794 28.775 13.876  4.932 -1.525 27.699 19.154 12.663  -0.80
 42718 839 5 813 7 1212.6389 1213.6250
 12.888 -0.623-23.032-22.417  0.150 11.887  4.948  0.837-24.828
  -3.794 28.775 13.876  4.932 -1.525 27.699 19.154 12.663  -0.80
 42718 839 5 813 7 1212.6389 1213.6250
 13.116 -0.786-23.192-22.417 -0.075 11.887  2.163  0.837-24.828
  -3.794 28.775 13.876  4.932 -1.525 27.699 19.154 12.663  -0.80
 42718 839 5 813 7 1212.6389 1213.6250
 13.082 -0.487-24.122-23.642 -2.611  9.317  5.543  2.959-24.828
  -3.794 28.775 13.876  4.932 -1.525 27.699 19.154 12.663  -0.80
 42718 839 5 813 7 1212.6389 1213.6250
 13.617 -0.529-21.963-21.442 -6.212  6.243  3.716  1.288-24.828
  -3.794 28.775 13.876  4.932 -1.525 27.699 19.154 12.663  -0.80
 42718 839 1 1 2 2 1212.6389 1213.6250
 13.961 -0.497 -9.303 -8.813-20.007 -7.212 32.259 27.663 -9.251
 -20.036 36.085 49.644  0.567  0.210-60.993-65.802 13.846  -0.76
 42718 839 1 1 2 2 1212.6389 1213.6250
 13.917 -0.713 -8.808 -8.105-20.285 -7.534  3.827 21.981 -9.251
 -20.036 36.085 49.644  0.567  0.210-60.993-65.802 13.846  -0.76
 42718 839 0 0 1 1 1212.6389 1213.6250
 13.265  0.427 25.788 26.209-49.252-37.144  3.002  4.782 25.788
 -49.252  3.002  4.782  0.000  0.000  0.000  0.000 13.265   0.43
 42718 839 0 0 1 1 1212.6389 1213.6250
 14.672 -0.613 -5.329 -4.724 32.575 46.070 10.554  4.331 -5.329
  32.575 10.554  4.331  0.000  0.000  0.000  0.000 14.672  -0.61
 42818 9 0 0 0 1 1 1213.6250 1214.6041
 14.615 -0.439 -4.724 -4.294 46.070 59.415  4.331  1.449 -4.724
  46.070  4.331  1.449  0.000  0.000  0.000  0.000 14.615  -0.44
 42818 9 0 2 3 5 6 1213.6250 1214.6041
 17.834 -1.757-10.241 -8.520 35.368 51.865  0.225  1.129 -9.227
  37.317  2.173  3.355  2.414  1.049 34.373 29.841 15.538  -0.27
 42818 9 0 4 3 713 1213.6250 1214.6041
 13.272 -0.032-23.189-23.158 11.516 23.545  0.752  0.601-24.043
   7.721 13.876  5.801  3.407  1.489 19.154 22.686 13.699   0.26
 42818 9 0 4 3 713 1213.6250 1214.6041
 13.772  0.015-21.442-21.457  6.243 18.762  1.288  0.923-24.043
   7.721 13.876  5.801  3.407  1.489 19.154 22.686 13.699   0.26
 42818 9 0 4 3 713 1213.6250 1214.6041
 13.721  0.252-24.940-25.188  6.521 18.990  7.643  0.100-24.043
   7.721 13.876  5.801  3.407  1.489 19.154 22.686 13.699   0.26
 42818 9 0 4 3 713 1213.6250 1214.6041
 13.972  0.399-24.782-25.172  5.901 18.617  0.050  0.628-24.043
   7.721 13.876  5.801  3.407  1.489 19.154 22.686 13.699   0.26
 42818 9 0 1 1 2 2 1213.6250 1214.6041
 15.265 -0.106-25.790-25.686-15.076 -1.095  1.623  4.421-25.849
 -15.229  2.259  4.869  0.534  0.195 22.916  3.219 15.346  -0.16
 42818 9 0 1 1 2 2 1213.6250 1214.6041
 15.823 -0.319-25.998-25.686-15.622 -1.095  0.636  4.421-25.849
 -15.229  2.259  4.869  0.534  0.195 22.916  3.219 15.346  -0.16
 42818 9 0 1 1 2 4 1213.6250 1214.6041
 14.336 -0.155 -8.813 -8.661 -7.212  5.859 27.663 39.435 -8.499
  -7.355 49.644 50.460  0.776  0.439-65.802-56.358 14.330  -0.06
 42818 9 0 1 1 2 4 1213.6250 1214.6041
 14.234 -0.149 -8.105 -7.959 -7.534  5.438 21.981  9.011 -8.499
  -7.355 49.644 50.460  0.776  0.439-65.802-56.358 14.330  -0.06
 42818 9 0 1 1 2 3 1213.6250 1214.6041
 13.881 -0.166 13.378 13.215-53.499-40.872 18.442 19.567 13.384
 -53.505 18.492 32.218  3.272 -2.642 47.206 -4.005 13.628  -0.19
 42818 9 0 1 1 2 2 1213.6250 1214.6041
 15.556  0.123 16.441 16.561-54.192-39.925  2.464  1.093 16.829
 -53.120 22.934  1.509  1.229  3.207-20.702  8.212 13.170  -0.09
 42818 9 0 0 0 1 1 1213.6250 1214.6041
 13.529 -0.347 26.209 25.869-37.144-24.862  4.782  6.375 26.209
 -37.144  4.782  6.375  0.000  0.000  0.000  0.000 13.529  -0.35
 42918 930 31013 8 1214.6041 1215.6041
 13.121  0.945-23.158-24.103 23.545 35.680  0.601  0.050-24.298
  20.169  5.801 11.424  4.896  1.090 22.686 40.284 12.424   2.01
 42918 930 31013 8 1214.6041 1215.6041
 13.696  0.640-23.463-24.103 22.970 35.680  1.124  0.050-24.298
  20.169  5.801 11.424  4.896  1.090 22.686 40.284 12.424   2.01
 42918 930 31013 8 1214.6041 1215.6041
 12.844  0.928-25.188-26.115 18.990 30.849  0.100  3.464-24.298
  20.169  5.801 11.424  4.896  1.090 22.686 40.284 12.424   2.01
 42918 930 31013 8 1214.6041 1215.6041
 13.218  0.943-25.172-26.115 18.617 30.849  0.628  3.464-24.298
  20.169  5.801 11.424  4.896  1.090 22.686 40.284 12.424   2.01
 42918 930 31013 8 1214.6041 1215.6041
 13.252  0.521-27.503-28.024 18.140 30.406  0.050  4.165-24.298
  20.169  5.801 11.424  4.896  1.090 22.686 40.284 12.424   2.01
 42918 930 31013 8 1214.6041 1215.6041
 13.731  0.887-27.137-28.024 17.661 30.406  0.644  4.165-24.298
  20.169  5.801 11.424  4.896  1.090 22.686 40.284 12.424   2.01
 42918 930 1 3 4 3 1214.6041 1215.6041
 14.601  0.862 -7.959 -8.820  5.438 19.053  9.011  6.756 -8.440
   5.711 50.460 32.267  1.216 -0.400-56.358-75.428 14.164  -0.24
 42918 930 1 3 4 3 1214.6041 1215.6041
 14.493  0.883 -6.174 -7.057  4.369 17.875  1.457  0.309 -8.440
   5.711 50.460 32.267  1.216 -0.400-56.358-75.428 14.164  -0.24
 42918 930 1 2 3 3 1214.6041 1215.6041
 14.228  1.264 13.215 14.479-40.872-27.631 19.567  6.941 13.198
 -41.126 32.218 11.636  0.630  0.286 -4.005-61.007 14.296   0.96
 42918 930 1 2 3 3 1214.6041 1215.6041
 14.457  1.034 12.603 13.637-41.578-28.107 10.653  4.287 13.198
 -41.126 32.218 11.636  0.630  0.286 -4.005-61.007 14.296   0.96
 42918 930 1 1 2 1 1214.6041 1215.6041
 14.192  1.648 17.089 18.737-49.677-36.471  2.051  8.278 17.202
 -49.692  2.169  8.278  2.104 -2.104 82.590  0.000 14.208   1.53
 42918 930 0 0 1 1 1214.6041 1215.6041
 14.414  0.836 25.869 26.705-24.862-11.434  6.375  0.819 25.869
 -24.862  6.375  0.819  0.000  0.000  0.000  0.000 14.414   0.84
 43018 930 1 2 3 2 1215.6041 1216.6528
 14.670  0.705 -8.820 -9.560 19.053 33.402  6.756  8.474 -8.196
  18.889 32.267 32.865  0.815  0.164-75.428 89.210 14.836   0.61
 43018 930 1 2 3 2 1215.6041 1216.6528
 14.869  0.513 -8.043 -8.581 18.857 33.415 25.201 24.392 -8.196
  18.889 32.267 32.865  0.815  0.164-75.428 89.210 14.836   0.61
 43018 930 1 2 312 1215.6041 1216.6528
 13.744 -0.599 17.769 17.140-26.509-13.131  1.355  0.050 17.768
 -25.951 10.511 20.801  1.221  3.040 -6.495-48.728 14.119  -1.43
 43018 930 1 2 312 1215.6041 1216.6528
 14.653 -0.369 17.527 17.140-27.462-13.131  1.075  0.050 17.768
 -25.951 10.511 20.801  1.221  3.040 -6.495-48.728 14.119  -1.43
 43018 930 0 0 1 1 1215.6041 1216.6528
 14.067 -0.611 26.705 26.064-11.434  2.283  0.819  1.933 26.705
 -11.434  0.819  1.933  0.000  0.000  0.000  0.000 14.067  -0.61
 5 118 819 3 1 4 9 1216.6528 1217.6014
 11.425  1.778-24.127-25.814 46.793 56.696 14.897 18.913-24.094
  47.053 16.750 31.378  2.167  5.284  7.949 19.295 13.260   0.48
 5 118 819 2 1 3 9 1216.6528 1217.6014
 15.832 -0.549-13.115-12.594 22.781 36.864  0.362  0.050-12.760
  20.660  2.046  8.841  2.613  1.143-14.909 -0.650 15.150  -0.58
 5 118 819 2 1 3 9 1216.6528 1217.6014
 15.572 -0.487-13.131-12.669 21.615 35.452  0.573  0.050-12.760
  20.660  2.046  8.841  2.613  1.143-14.909 -0.650 15.150  -0.58
 5 118 819 1 1 2 3 1216.6528 1217.6014
 14.450 -0.025 -8.581 -8.557 33.415 46.188 24.392 35.869 -8.833
  33.412 32.865 37.048  0.979  2.028 89.210 -4.128 14.352  -0.30
 5 118 819 6 612 9 1216.6528 1217.6014
 13.747 -0.462 13.369 12.931-14.260 -2.154  0.999  2.480 16.273
 -12.180 20.801 17.563  4.262  0.621-48.728-36.388 12.734  -1.82
 5 118 819 6 612 9 1216.6528 1217.6014
 13.882 -0.263 13.776 13.527-13.932 -1.699  5.255  1.883 16.273
 -12.180 20.801 17.563  4.262  0.621-48.728-36.388 12.734  -1.82
 5 118 819 6 612 9 1216.6528 1217.6014
 13.955 -0.181 14.078 13.906-13.421 -1.119  1.517  4.276 16.273
